rc,nbonds,nbeads,frac_bonds_on,beadind_p_diff,beadind_nl_diff,beadind_p_sums,beadind_nl_sums,s_bias,p_bonds,nl_bonds,structure_id
1.6,9,46,0.7777777777777778,1.2391304347826086,1.4130434782608696,3.5217391304347823,3.8695652173913047,-31.880224839231325,"[[4, 16], [7, 32], [20, 24], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2391304347826086,1.4130434782608696,3.6521739130434785,3.8695652173913047,-32.12842680551703,"[[4, 16], [7, 32], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,0.8043478260869565,1.4130434782608696,2.91304347826087,3.8695652173913047,-28.4718149457186,"[[4, 16], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,0.7608695652173914,1.4130434782608696,2.91304347826087,3.8695652173913047,-26.170205012342286,"[[4, 16], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,0.782608695652174,1.4130434782608696,3.0652173913043477,3.8695652173913047,-26.521452561399293,"[[4, 16], [16, 20], [20, 24], [24, 28], [32, 36], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,0.782608695652174,1.4130434782608696,3.2391304347826084,3.8695652173913047,-26.575247779867006,"[[4, 16], [16, 20], [20, 24], [24, 28], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,0.782608695652174,1.4130434782608696,3.58695652173913,3.8695652173913047,-26.502810016652894,"[[4, 16], [16, 20], [20, 24], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,0.782608695652174,1.4130434782608696,3.717391304347826,3.8695652173913047,-25.44653703310187,"[[4, 16], [16, 20], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,0.782608695652174,1.4130434782608696,3.5434782608695654,3.8695652173913047,-25.434960142156434,"[[4, 16], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.0869565217391304,1.4130434782608696,2.5,3.8695652173913047,-29.43129248954947,"[[7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.0434782608695652,1.4130434782608696,2.5,3.8695652173913047,-27.64356352426703,"[[7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.065217391304348,1.4130434782608696,2.652173913043478,3.8695652173913047,-27.86960865595038,"[[7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.065217391304348,1.4130434782608696,2.8260869565217392,3.8695652173913047,-27.16156341173346,"[[7, 32], [16, 20], [20, 24], [24, 28], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.065217391304348,1.4130434782608696,3.1739130434782608,3.8695652173913047,-27.94312633611853,"[[7, 32], [16, 20], [20, 24], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.065217391304348,1.4130434782608696,3.304347826086957,3.8695652173913047,-27.824326292058778,"[[7, 32], [16, 20], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.065217391304348,1.4130434782608696,3.1304347826086953,3.8695652173913047,-28.202663556119752,"[[7, 32], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,0.6086956521739131,1.4130434782608696,3.195652173913044,3.8695652173913047,-22.404676214238954,"[[16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,1.5434782608695652,3.8695652173913047,-29.344327345868898,"[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,1.7173913043478262,3.8695652173913047,-28.677890653789987,"[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [36, 40]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,1.8695652173913042,3.8695652173913047,-29.73313211935853,"[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,1.8695652173913042,3.8695652173913047,-27.36625708677466,"[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,2.0652173913043477,3.8695652173913047,-29.945297653854837,"[[4, 16], [7, 32], [16, 20], [20, 24], [32, 36], [36, 40]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,2.217391304347826,3.8695652173913047,-30.454903339724694,"[[4, 16], [7, 32], [16, 20], [20, 24], [32, 36], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,2.217391304347826,3.8695652173913047,-27.95281598506466,"[[4, 16], [7, 32], [16, 20], [20, 24], [32, 36], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,2.391304347826087,3.8695652173913047,-29.77694793083365,"[[4, 16], [7, 32], [16, 20], [20, 24], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,2.391304347826087,3.8695652173913047,-27.574971889834558,"[[4, 16], [7, 32], [16, 20], [20, 24], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,2.543478260869565,3.8695652173913047,-28.10158639687394,"[[4, 16], [7, 32], [16, 20], [20, 24], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,2.195652173913044,3.8695652173913047,-29.74946226217444,"[[4, 16], [7, 32], [16, 20], [24, 28], [32, 36], [36, 40]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,2.3478260869565215,3.8695652173913047,-29.992048676193704,"[[4, 16], [7, 32], [16, 20], [24, 28], [32, 36], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,2.3478260869565215,3.8695652173913047,-27.92225827314551,"[[4, 16], [7, 32], [16, 20], [24, 28], [32, 36], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,2.5217391304347827,3.8695652173913047,-29.417637462795724,"[[4, 16], [7, 32], [16, 20], [24, 28], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,2.5217391304347827,3.8695652173913047,-27.34655342040554,"[[4, 16], [7, 32], [16, 20], [24, 28], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,2.6739130434782608,3.8695652173913047,-27.941546455404115,"[[4, 16], [7, 32], [16, 20], [24, 28], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,2.8695652173913047,3.8695652173913047,-30.69300744472042,"[[4, 16], [7, 32], [16, 20], [32, 36], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,2.8695652173913047,3.8695652173913047,-28.68249688087002,"[[4, 16], [7, 32], [16, 20], [32, 36], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,3.0217391304347823,3.8695652173913047,-28.700463389735376,"[[4, 16], [7, 32], [16, 20], [32, 36], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,3.195652173913044,3.8695652173913047,-28.188085372627725,"[[4, 16], [7, 32], [16, 20], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,2.0217391304347827,3.8695652173913047,-29.219029282908593,"[[4, 16], [7, 32], [20, 24], [24, 28], [32, 36], [36, 40]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,2.1739130434782608,3.8695652173913047,-29.76138044931586,"[[4, 16], [7, 32], [20, 24], [24, 28], [32, 36], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,2.1739130434782608,3.8695652173913047,-27.226884777725687,"[[4, 16], [7, 32], [20, 24], [24, 28], [32, 36], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,2.3478260869565215,3.8695652173913047,-28.942362343650018,"[[4, 16], [7, 32], [20, 24], [24, 28], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,2.3478260869565215,3.8695652173913047,-26.762761290253152,"[[4, 16], [7, 32], [20, 24], [24, 28], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,2.5,3.8695652173913047,-27.65898646452124,"[[4, 16], [7, 32], [20, 24], [24, 28], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,2.6956521739130435,3.8695652173913047,-30.217268045128336,"[[4, 16], [7, 32], [20, 24], [32, 36], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,2.6956521739130435,3.8695652173913047,-28.207866127670755,"[[4, 16], [7, 32], [20, 24], [32, 36], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,2.8478260869565215,3.8695652173913047,-28.35439687508439,"[[4, 16], [7, 32], [20, 24], [32, 36], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,3.0217391304347823,3.8695652173913047,-27.612229481717897,"[[4, 16], [7, 32], [20, 24], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.173913043478261,1.4130434782608696,2.8260869565217392,3.8695652173913047,-30.320312634488893,"[[4, 16], [7, 32], [24, 28], [32, 36], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1304347826086956,1.4130434782608696,2.8260869565217392,3.8695652173913047,-28.358128721893777,"[[4, 16], [7, 32], [24, 28], [32, 36], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,2.9782608695652177,3.8695652173913047,-28.430392638227296,"[[4, 16], [7, 32], [24, 28], [32, 36], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,3.1521739130434785,3.8695652173913047,-27.860916629812074,"[[4, 16], [7, 32], [24, 28], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.6666666666666666,1.1521739130434783,1.4130434782608696,3.5,3.8695652173913047,-28.991817410171976,"[[4, 16], [7, 32], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
